Id;Pregunta;Tema;Dificultad;Tipo;A;B;C;D;Correcta
2791;¿Qué es la iluminación ambiente?;Visualització 3D;Media;Teoria;Luz base uniforme en toda la escena;Puntual;Especular;Difusa;A
2792;¿Qué es una transformación afín?;Visualització 3D;Media;Teoria;Solo traslación;Composición de lineal y traslación;Solo rotación;Lineal;B
2793;¿Qué es el sombreado de Gouraud?;Visualització 3D;Media;Teoria;Por píxel;Interpolar colores en vértices a la cara;Phong;Flat;B
2794;¿Qué es la proyección perspectiva?;Visualització 3D;Media;Teoria;Objetos lejanos se ven más pequeños;Ortográfica;Paralela;Isométrica;A
2795;¿Qué es la proyección diédrica?;Visualització 3D;Media;Teoria;Isométrica;Triédrica;Sistema de dos planos de proyección;Monométrica;C
2796;¿Qué es la torsión de una curva?;Visualització 3D;Media;Teoria;La longitud;El radio;Medida de cuánto se tuerce fuera del plano osculador;La curvatura;C
2797;¿Qué es una superficie de revolución?;Visualització 3D;Media;Teoria;Un cilindro;Una esfera;Superficie generada al girar una curva;Un plano;C
2798;¿Qué es la augmentación geométrica?;Visualització 3D;Media;Teoria;Normalización;De color;Rotación escalado recorte;Filtrado;C
2799;¿Qué es la normalización de datos?;Visualització 3D;Media;Teoria;Agrupar;Eliminar;Ordenar;Escalar a rango común;D
2800;¿Qué es la normalización de datos?;Visualització 3D;Media;Teoria;Eliminar;Agrupar;Ordenar;Escalar a rango común;D
2801;¿Qué es la normalización de datos?;Visualització 3D;Media;Teoria;Agrupar;Ordenar;Escalar a rango común;Eliminar;C
2802;¿Qué es la intersección de dos planos?;Visualització 3D;Dificil;Teoria;Un plano;Una recta (si no son paralelos);Vacía;Un punto;B
2803;¿Qué es el desarrollo de superficies?;Visualització 3D;Dificil;Teoria;Proyección;Superficie desplegada en plano;Corte;Sección;B
2804;¿Qué es el elemento de volumen en esféricas?;Visualització 3D;Dificil;Teoria;dr dθ dφ;r dr dθ;ρ² sen(φ) dρ dθ dφ;ρ dρ dθ;C
2805;¿Qué es la distancia entre dos rectas paralelas?;Visualització 3D;Dificil;Teoria;Entre puntos;Distancia de un punto de una a la otra recta;La longitud;El ángulo;B
2806;¿Qué es la recta perpendicular común a dos rectas?;Visualització 3D;Dificil;Teoria;Paralela;La tangente;Recta que corta ambas y es perpendicular a ambas;La secante;C
2807;¿Qué es el vector director de una recta?;Visualització 3D;Dificil;Teoria;La distancia;El punto;El normal;Vector que indica la dirección de la recta;D
2808;¿Qué es la distancia de un punto a un plano?;Visualització 3D;Dificil;Teoria;El ángulo;La proyección;La distancia perpendicular más corta;La longitud;C
2809;¿Qué es un punto en geometría analítica?;Visualització 3D;Dificil;Teoria;Una recta;Par o terna de coordenadas en el espacio;Un plano;Un vector;B
2810;¿Qué es el algoritmo de Painter para ordenar polígonos? (variante);Visualització 3D;Dificil;Teoria;Ordenar por profundidad antes de dibujar;Ray tracing;Z-buffer;Rasterización;A
2811;¿Qué hace el Z-buffer?;Visualització 3D;Dificil;Teoria;Aplica texturas;Transforma vértices;Calcula iluminación;Resuelve visibilidad por profundidad;D
2812;¿Qué es la interpolación de Phong?;Visualització 3D;Dificil;Teoria;Interpolar posiciones;Interpolar texturas;Interpolar normales para iluminación;Interpolar colores (Gouraud);C
2813;¿Qué es el algoritmo de Painter para ordenar polígonos?;Visualització 3D;Dificil;Teoria;Rasterización;Ray tracing;Z-buffer;Ordenar por profundidad antes de dibujar;D
2814;¿Qué es el algoritmo de Painter para ordenar polígonos? (variante);Visualització 3D;Dificil;Teoria;Ordenar por profundidad antes de dibujar;Z-buffer;Ray tracing;Rasterización;A
2815;Escala 1:5 dibujo 8 cm ¿real?;Visualització 3D;Facil;Calculo;40 cm;40;8;1.6;A
2816;¿Qué es la normalización de datos?;Visualització 3D;Facil;Calculo;Ordenar;Agrupar;Escalar a rango común;Eliminar;C
2817;¿Cuántas aristas tiene un cubo?;Visualització 3D;Facil;Calculo;12;24;8;6;A
2818;Producto escalar (1,0,0)·(0,1,0)?;Visualització 3D;Facil;Calculo;1;-1;0;2;C
2819;Distancia entre (0,0) y (3,4)?;Visualització 3D;Facil;Calculo;5;25;12;7;A
2820;Distancia (0,0,0) a (1,1,1)?;Visualització 3D;Facil;Calculo;3;√2;1;√3;D
2821;Área círculo radio 2?;Visualització 3D;Facil;Calculo;π;8π;2π;4π;D
2822;Distancia (0,0,0) a (1,1,1)?;Visualització 3D;Facil;Calculo;√2;√3;3;1;B
2823;Área círculo radio 2?;Visualització 3D;Facil;Calculo;4π;π;2π;8π;A
2824;Producto escalar (1,0,0)·(0,1,0)?;Visualització 3D;Facil;Calculo;-1;0;1;2;B
2825;¿Cuántas aristas tiene un cubo?;Visualització 3D;Facil;Calculo;24;12;6;8;B
2826;¿Cuántos vértices tiene un cubo?;Visualització 3D;Facil;Calculo;12;8;4;6;B
2827;¿Cuántos puntos definen una recta?;Visualització 3D;Media;Calculo;2;1;4;3;A
2828;Molaridad 0.5 M volumen 4 L ¿moles?;Visualització 3D;Media;Calculo;2;Ninguna de las anteriores;0.125;8;A
2829;¿Cuántos ejes de rotación hay en 3D?;Visualització 3D;Media;Calculo;2;4;3;1;C
2830;Ángulo entre (1,0) y (1,1) en grados?;Visualització 3D;Media;Calculo;90;45;30;60;B
2831;¿Cuál es el área de un rectángulo 4x6?;Visualització 3D;Media;Calculo;10;20;12;24;D
2832;Angulo entre (1,0) y (1,1) en grados?;Visualització 3D;Media;Calculo;45;30;60;90;A
2833;¿Cuál es el área de un rectángulo 3x7?;Visualització 3D;Media;Calculo;10;20;21;6;C
2834;Volumen 10 L concentración 2 M ¿moles?;Visualització 3D;Media;Calculo;0.2;5;20;Ninguna de las anteriores;C
2835;¿Cuántos vértices tiene un triángulo?;Visualització 3D;Media;Calculo;3;6;4;2;A
2836;Volumen esfera radio 1?;Visualització 3D;Media;Calculo;2π;π;4π/3;4π;C
2837;¿Cuántos puntos definen una recta en 3D?;Visualització 3D;Media;Calculo;4;3;1;2;D
2838;Volumen esfera radio 1?;Visualització 3D;Media;Calculo;2π;π;4π;4π/3;D
2839;¿Cuántos puntos definen una recta en 3D?;Visualització 3D;Dificil;Calculo;3;1;4;2;D
2840;¿Cuál es el volumen de un cubo de arista 3?;Visualització 3D;Dificil;Calculo;9;18;6;27;D
2841;¿Cuál es la pendiente de la recta y=2x+3?;Visualització 3D;Dificil;Calculo;5;3;0;2;D
2842;¿Cuál es el volumen de un cilindro de radio 2 y altura 5?;Visualització 3D;Dificil;Calculo;4π;20π;25π;10π;B
2843;¿Cuál es el vector director de la recta por (0,0) y (1,0)?;Visualització 3D;Dificil;Calculo;(0,1);(0,0);(1,1);(1,0);D
2844;¿Cuál es el volumen de un cono de radio 3 y altura 4?;Visualització 3D;Dificil;Calculo;12π;36π;Ninguna de las anteriores;48π;A
2845;¿Cuál es el volumen de una esfera de radio 1?;Visualització 3D;Dificil;Calculo;4π;π;4π/3;2π;C
2846;¿Cuál es el volumen de una esfera de radio 3?;Visualització 3D;Dificil;Calculo;36π;12π;9π;27π;A
2847;¿Cuál es el volumen de una esfera de radio 2?;Visualització 3D;Dificil;Calculo;16π;4π;32π/3;8π;C
2848;¿Cuál es el volumen de la esfera unidad en coordenadas esféricas?;Visualització 3D;Dificil;Calculo;pi/2;4pi/3;2pi;pi;B
2849;Escala 1:20 real 4 m ¿dibujo cm?;Visualització 3D;Dificil;Calculo;20;80;Ninguna de las anteriores;4;A
2850;Angulo entre (1,0) y (1,1) en grados?;Visualització 3D;Dificil;Calculo;90;30;45;60;C
2851;¿Qué es el pooling?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Reducción espacial (max, average);ReLU;Batch norm;Convolución;A
2852;¿Qué es una residual connection?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Skip connection;Conexión que suma entrada a salida de capa;Ambas;Ninguna;C
2853;¿Qué es el softmax?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Sigmoid;Función que convierte logits en probabilidades;ReLU;Tanh;B
2854;¿Qué es el direccionamiento directo?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Indirecto;Indexado;Relativo;La dirección está en la instrucción;D
2855;¿Qué es el stride en convolución?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Padding;Tamaño del kernel;Profundidad;Paso del filtro al deslizarse;D
2856;¿Qué es una capa convolucional?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Capa densa;Dropout;Pooling;Aplica filtros para extraer características locales;D
2857;¿Qué es el pooling?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Convolución;Reducción espacial (max, average);ReLU;Batch norm;B
2858;¿Qué es el stride en convolución?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Profundidad;Padding;Paso del filtro al deslizarse;Tamaño del kernel;C
2859;¿Qué es una residual connection?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Skip connection;Ninguna;Conexión que suma entrada a salida de capa;Ambas;D
2860;¿Qué es el softmax?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Función que convierte logits en probabilidades;ReLU;Tanh;Sigmoid;A
2861;¿Qué es la capa fully connected o densa?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Convolucional;De pooling;De recurrencia;Cada neurona conectada a todas las de la capa anterior;D
2862;¿Qué es una capa convolucional? (variante);Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Aplica filtros para extraer características locales;Dropout;Pooling;Capa densa;A
2863;¿Qué es una capa convolucional?;Xarxes Neuronals i Aprenentatge Profund;Facil;Teoria;Pooling;Capa densa;Dropout;Aplica filtros para extraer características locales;D
2864;¿Cómo se define una capa convolucional?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Capa densa;Aplica filtros para extraer características locales;Pooling;Dropout;B
2865;¿Cómo se define el stride en convolución?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Profundidad;Padding;Paso del filtro al deslizarse;Tamaño del kernel;C
2866;¿Cómo se define una residual connection?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Conexión que suma entrada a salida de capa;Ninguna;Ambas;Skip connection;C
2867;¿Qué es el problema del exploding gradient?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Vanishing;Underfitting;Overfitting;Gradientes muy grandes;D
2868;¿Qué es el mecanismo de atención? (variante);Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Batch norm;Convolución;Ponderar inputs por relevancia;Pooling;C
2869;¿Qué es la conexión residual (skip connection)?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Dropout;Pooling;Sumar entrada a salida de capa;Convolución;C
2870;¿Qué es el mecanismo de atención? (variante);Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Ponderar inputs por relevancia;Pooling;Convolución;Batch norm;A
2871;¿Qué es el mecanismo de atención? (variante);Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Convolución;Pooling;Batch norm;Ponderar inputs por relevancia;D
2872;¿Qué es el mecanismo de atención? (variante);Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Batch norm;Convolución;Ponderar inputs por relevancia;Pooling;C
2873;¿Qué es la conexión residual (skip connection)?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Pooling;Dropout;Convolución;Sumar entrada a salida de capa;D
2874;¿Qué es la conexión residual (skip connection)?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Sumar entrada a salida de capa;Dropout;Convolución;Pooling;A
2875;¿Qué es la conexión residual (skip connection)?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Convolución;Pooling;Dropout;Sumar entrada a salida de capa;D
2876;¿Qué es el mecanismo de atención?;Xarxes Neuronals i Aprenentatge Profund;Media;Teoria;Ponderar inputs por relevancia;Pooling;Batch norm;Convolución;A
2877;¿Qué es el residual connection o skip connection?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Conectar entrada con salida saltando capas;Sin conexión;La convolución;El pooling;A
2878;¿Qué hace la capa de dropout?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Desactiva neuronas aleatoriamente en entrenamiento;Pooling;Convolución;Normalización;A
2879;¿Qué es la conexión residual (skip connection)? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Sumar entrada a salida de capa;Pooling;Convolución;Dropout;A
2880;¿Qué es el problema del exploding gradient? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Underfitting;Vanishing;Gradientes muy grandes;Overfitting;C
2881;¿Qué hace la capa de dropout? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Pooling;Convolución;Desactiva neuronas aleatoriamente en entrenamiento;Normalización;C
2882;¿Qué es la conexión residual (skip connection)? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Sumar entrada a salida de capa;Dropout;Pooling;Convolución;A
2883;¿Qué es el problema del exploding gradient? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Underfitting;Gradientes muy grandes;Overfitting;Vanishing;B
2884;¿Qué es la conexión residual (skip connection)? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Pooling;Sumar entrada a salida de capa;Dropout;Convolución;B
2885;¿Qué es el problema del exploding gradient? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Underfitting;Overfitting;Gradientes muy grandes;Vanishing;C
2886;¿Qué hace la capa de dropout? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Pooling;Convolución;Normalización;Desactiva neuronas aleatoriamente en entrenamiento;D
2887;¿Qué es la conexión residual (skip connection)? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Dropout;Convolución;Sumar entrada a salida de capa;Pooling;C
2888;¿Qué es el problema del exploding gradient? (variante);Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Underfitting;Vanishing;Overfitting;Gradientes muy grandes;D
2889;¿Qué es la conexión residual (skip connection)?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Teoria;Dropout;Sumar entrada a salida de capa;Pooling;Convolución;B
2890;Aa x Aa ¿proporción aa?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;25%;1/2;1/4;3/4;C
2891;¿Qué es la capa fully connected?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;Dropout;Convolucional;Pooling;Cada neurona conectada a todas las anteriores;D
2892;Salida ReLU(0)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;1;0;-1;0.5;B
2893;Salida ReLU(0)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;-1;1;0.5;0;D
2894;Salida ReLU(-5)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;1;0;5;-5;B
2895;Sigmoid(0)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;0.5;-1;0;1;A
2896;Softmax([0,0,0])?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;[0, 0.5, 0.5];[0, 0, 0];[1/3, 1/3, 1/3];[1, 1, 1];C
2897;Salida ReLU(0)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;0.5;-1;1;0;D
2898;Salida ReLU(-5)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;1;-5;0;5;C
2899;Sigmoid(0)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;-1;1;0.5;0;C
2900;Softmax([0,0,0])?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;[1, 1, 1];[0, 0, 0];[0, 0.5, 0.5];[1/3, 1/3, 1/3];D
2901;Salida ReLU(0)?;Xarxes Neuronals i Aprenentatge Profund;Facil;Calculo;0.5;0;-1;1;B
2902;¿Cuántas variables en min x+y?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;3;2;0;1;B
2903;Magnitud 5 a 6 ¿ratio de flujo?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;1;2.5;11;2.512;D
2904;Pooling 2×2 sobre 4×4, ¿salida?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;8×8;2×2;4×4;1×1;B
2905;¿Cuál es el resultado de NOT 0?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;1;10;0;Nada;A
2906;Pooling 2x2 entrada 6x6 ¿salida?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;6;3x3;3;2;B
2907;4 divisiones mitóticas ¿células?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;4;Ninguna de las anteriores;16;8;C
2908;¿Qué valor tiene 2**3?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;5;8;9;6;B
2909;¿Qué devuelve min(5, 2, 8)?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;2;8;15;5;A
2910;ΔH=-100 kJ ¿exotérmica?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;Endotérmica;Sí;Ninguna de las anteriores;No;B
2911;¿Qué es la capa fully connected?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;Cada neurona conectada a todas las anteriores;Pooling;Convolucional;Dropout;A
2912;¿Cuántas capas en red con 3 hidden?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;2;4;5;3;B
2913;Pooling 2×2 sobre 4×4, ¿salida?;Xarxes Neuronals i Aprenentatge Profund;Media;Calculo;1×1;8×8;4×4;2×2;D
2914;¿Cuántas capas en red con 3 hidden?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;2;4;5;3;B
2915;¿Cuántos parámetros capa densa 10→5?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;10;15;50;55;D
2916;"¿Qué imprime x=5; x=x+3; imprimir x?";Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;15;5;3;8;D
2917;¿Qué hace el operador && en la terminal?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;Y;Conecta salidas;O;Ejecuta el segundo solo si el primero tiene éxito;D
2918;¿Cuántas salidas tiene softmax con 10 clases?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;1;10;0;100;B
2919;Stride 2 pooling 2 entrada 32x32 ¿salida?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;16;8;8x8;4;C
2920;¿Cuántas iteraciones while i menor 5 con i empezando en 0 e incrementando 1?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;4;6;5;0;C
2921;Convolución 7x7 stride 2 padding 3 entrada 224 ¿salida?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;112;224;56;Ninguna de las anteriores;A
2922;¿Cuál es el tamaño de salida con input 8x8 y max pooling 2x2?;Xarxes Neuronals i Aprenentatge Profund;Dificil;Calculo;2x2;4x4;4;8x8;B
